characterID,character_name,movieID,movie_title,gender,position_in_credits
u2025,KOREAN DOCTOR,m131,mash,?,?
u2026,LIEUTENANT DISH,m131,mash,F,?
u2027,LIEUTENANT SCORCH,m131,mash,?,?
u2028,ME LAY,m131,mash,M,?
u2029,MEDICAL CORPS SERGEANT,m131,mash,?,?
u2031,RADAR,m131,mash,M,?
u2032,SECOND MEDICAL CORPS SERGEANT,m131,mash,?,?
u2033,SPEARCHUCKER,m131,mash,M,?
u2035,UGLY JOHN,m131,mash,M,?
u2038,BERT,m132,meet john doe,M,?
u2039,BERT'S WIFE,m132,meet john doe,F,?
u2040,COLONEL,m132,meet john doe,M,?
u2042,D. B.,m132,meet john doe,M,?
u2043,EDDIE,m132,meet john doe,M,?
u2044,JOE,m132,meet john doe,?,?
u2046,MAYOR,m132,meet john doe,M,?
u2047,MIKE,m132,meet john doe,M,?
u2049,MRS. MITCHELL,m132,meet john doe,F,?
u2050,POP,m132,meet john doe,?,?
u2051,SECRETARY,m132,meet john doe,?,?
u2052,SOURPUSS,m132,meet john doe,M,?
u2053,TALL CHAP,m132,meet john doe,?,?
u2054,BAFFERT,m133,metro,?,?
u2055,CLARENCE,m133,metro,M,?
u2056,DAVE,m133,metro,M,?
u2057,EARL,m133,metro,M,?
u2058,JAIL GUARD #2,m133,metro,M,?
u2059,KIMURA,m133,metro,F,?
u2060,KORDA,m133,metro,M,?
u2062,OFFICER #1,m133,metro,?,?
u2063,RAYMOND,m133,metro,?,?
u2067,TRACK ANNOUNCER,m133,metro,M,?
u2068,CHRISTOPH,m134,metropolis,M,?
u2069,DEX,m134,metropolis,?,?
u2070,DIGITAL GENA,m134,metropolis,?,?
u2071,EMMA,m134,metropolis,F,?
u2072,GENA,m134,metropolis,?,?
u2073,HALDEN,m134,metropolis,?,?
u2075,KID,m134,metropolis,?,?
u2076,LAWYER,m134,metropolis,?,?
u2077,SYNTHETIC VOICE,m134,metropolis,?,?
u2078,TANNER,m134,metropolis,?,?
u2079,ADAM,m135,mighty morphin power rangers,M,?
u2080,AISHA,m135,mighty morphin power rangers,F,?
u2081,ALPHA 5,m135,mighty morphin power rangers,?,?
u2082,BILLY,m135,mighty morphin power rangers,M,?
u2083,BULK,m135,mighty morphin power rangers,M,?
u2084,DULCEA,m135,mighty morphin power rangers,F,?
u2085,GOLDAR,m135,mighty morphin power rangers,M,?
u2086,IVAN,m135,mighty morphin power rangers,M,?
u2087,KIMBERLY,m135,mighty morphin power rangers,F,?
u2088,MORDANT,m135,mighty morphin power rangers,?,?
u2089,RITA,m135,mighty morphin power rangers,F,?
u2090,ROCKY,m135,mighty morphin power rangers,M,?
u2091,SKULL,m135,mighty morphin power rangers,M,?
u2092,TOMMY,m135,mighty morphin power rangers,M,?
u2093,ZEDD,m135,mighty morphin power rangers,M,?
u2094,ZORDON,m135,mighty morphin power rangers,?,?
u2095,AL CAPONE,m136,mobsters,M,?
u2096,BOBBY CLOWES,m136,mobsters,?,?
u2097,BOO-BOO HOFF,m136,mobsters,?,?
u2098,CAPONE,m136,mobsters,?,?
u2099,CHARLIE,m136,mobsters,M,?
u2100,DETECTIVE MULLAVEY,m136,mobsters,?,?
u2101,FRANK,m136,mobsters,M,?
u2102,GAY ORLOVA,m136,mobsters,?,?
u2103,JOE PROFACI,m136,mobsters,M,?
u2106,MAD DOG COLL,m136,mobsters,?,?
u2107,MANAGER,m136,mobsters,?,?
u2108,MARANZANO,m136,mobsters,?,?
u2110,REINA,m136,mobsters,M,?
u2111,ROTHSTEIN,m136,mobsters,M,?
u2112,SIEGEL,m136,mobsters,M,?
u2114,BULL,m137,monkeybone,?,?
u2117,HERB,m137,monkeybone,M,?
u2118,HUTCH,m137,monkeybone,M,?
u2121,KIMMY,m137,monkeybone,F,?
u2122,KITTY,m137,monkeybone,F,?
u2125,STU-BONE,m137,monkeybone,?,?
u2126,DISCIPLE PROSPECT,m138,my mother dreams the satan's disciples in new york,?,?
u2128,MARIKA,m138,my mother dreams the satan's disciples in new york,?,?
u2129,MISCHA,m138,my mother dreams the satan's disciples in new york,?,?
u2131,BOY,m139,mr. smith goes to washington,M,?
u2132,CHAIRMAN,m139,mr. smith goes to washington,?,?
u2133,COOK,m139,mr. smith goes to washington,M,?
u2136,GRIFFITH,m139,mr. smith goes to washington,?,?
u2139,JIMMIE,m139,mr. smith goes to washington,M,?
u2140,MA,m139,mr. smith goes to washington,F,?
u2142,NOSEY,m139,mr. smith goes to washington,M,?
u2143,OTIS,m139,mr. smith goes to washington,M,?
u2145,PETER,m139,mr. smith goes to washington,M,?
u2146,PRESIDENT,m139,mr. smith goes to washington,M,?
u2149,SPIELER,m139,mr. smith goes to washington,?,?
u2152,VOICES,m139,mr. smith goes to washington,?,?
u2153,2ND BODYGUARD,m140,mr. deeds goes to town,M,?
u2154,AGENT,m140,mr. deeds goes to town,?,?
u2155,AMY,m140,mr. deeds goes to town,F,?
u2156,APPLICANT,m140,mr. deeds goes to town,?,?
u2158,BOB,m140,mr. deeds goes to town,M,?
u2159,BUDINGTON,m140,mr. deeds goes to town,M,?
u2161,BUTLERS,m140,mr. deeds goes to town,?,?
u2164,DOUGLAS,m140,mr. deeds goes to town,M,?
u2165,DR. FOSDICK,m140,mr. deeds goes to town,M,?
u2166,FARMER,m140,mr. deeds goes to town,M,?
u2167,FIRST BROTHER,m140,mr. deeds goes to town,M,?
u2168,FRANK,m140,mr. deeds goes to town,M,?
u2170,HENABERRY,m140,mr. deeds goes to town,?,?
u2171,JANE,m140,mr. deeds goes to town,F,?
u2172,JUDGE,m140,mr. deeds goes to town,M,?
u2174,LONGFELLOW'S VOICE,m140,mr. deeds goes to town,M,?
u2177,MORROW,m140,mr. deeds goes to town,M,?
u2178,MRS. MEREDITH,m140,mr. deeds goes to town,F,?
u2179,SVENSON,m140,mr. deeds goes to town,?,?
u2180,VOICE,m140,mr. deeds goes to town,?,?
u2181,VON HOLLER,m140,mr. deeds goes to town,M,?
u2182,WAITER,m140,mr. deeds goes to town,M,?
u2185,COOK,m141,mumford,?,?
u2186,CORRECTIONAL OFFICER,m141,mumford,?,?
u2187,DELBANCO,m141,mumford,M,?
u2189,GILROY,m141,mumford,?,?
u2191,JUDGE OTTO,m141,mumford,?,?
u2193,LIONEL,m141,mumford,M,?
u2194,MARTIN,m141,mumford,M,?
u2195,MRS. COOK,m141,mumford,F,?
u2198,SHEELER,m141,mumford,F,?
u2201,ARDETH RAY,m142,the mummy,M,?
u2203,CURATOR,m142,the mummy,?,?
u2204,DANIELS,m142,the mummy,M,?
u2206,HENDERSON,m142,the mummy,M,?
u2207,HOOK,m142,the mummy,M,?
u2210,WARDEN,m142,the mummy,M,?
u2211,AMAZING,m143,mystery men,M,?
u2212,ANABEL,m143,mystery men,F,?
u2213,BOWLER,m143,mystery men,F,?
u2214,CASANOVA,m143,mystery men,M,?
u2216,HELLER,m143,mystery men,M,?
u2217,INVISIBLE BOY,m143,mystery men,M,?
u2219,MOTHER,m143,mystery men,F,?
u2225,BARRAS,m144,napoleon,?,?
u2226,BELLIARD,m144,napoleon,?,?
u2227,BERTRAND,m144,napoleon,?,?
u2228,BOURRIENNE,m144,napoleon,?,?
u2229,CAULAINCOURT,m144,napoleon,?,?
u2230,CHARLES,m144,napoleon,?,?
u2231,CORSICAN,m144,napoleon,?,?
u2232,DIDIER,m144,napoleon,?,?
u2233,DUROC,m144,napoleon,?,?
u2234,EUGENE,m144,napoleon,?,?
u2235,FRANCIS,m144,napoleon,?,?
u2240,JUNOT,m144,napoleon,?,?
u2241,MAJOR FIDON,m144,napoleon,?,?
u2243,MONTESQUIOU,m144,napoleon,?,?
u2245,NARRATOR,m144,napoleon,?,?
u2246,ORDERLY,m144,napoleon,?,?
u2247,PICART,m144,napoleon,?,?
u2248,RUSSIAN GENTLEMAN,m144,napoleon,M,?
u2249,SCHWARZENBURG,m144,napoleon,?,?
u2250,TALLEYRAND,m144,napoleon,?,?
u2251,VARLAC,m144,napoleon,?,?
u2252,BABY'D,m145,next friday,F,?
u2254,CUSTOMER #1,m145,next friday,?,?
u2258,DELIVERY GUY,m145,next friday,M,?
u2259,EZAL,m145,next friday,?,?
u2262,MISS HO KYM,m145,next friday,F,?
u2268,BRENDAN GRANT,m146,nick of time,M,?
u2269,CABBIE,m146,nick of time,?,?
u2273,KRISTA,m146,nick of time,F,?
u2274,LYNN,m146,nick of time,F,?
u2276,MS. JONES,m146,nick of time,F,?
u2277,MYSTERY MAN,m146,nick of time,M,?
u2278,OFFICER TRUST,m146,nick of time,M,?
u2279,BART,m147,the night of the hunter,?,?
u2281,BIRDIE STEPTOE,m147,the night of the hunter,M,?
u2282,CLARY,m147,the night of the hunter,?,?
u2283,CONGREGATION,m147,the night of the hunter,?,?
u2284,GROCER,m147,the night of the hunter,?,?
u2285,GUARD,m147,the night of the hunter,?,?
u2289,PREACHER,m147,the night of the hunter,?,?
u2290,RACHEL COOPER,m147,the night of the hunter,F,?
u2291,RUBY,m147,the night of the hunter,F,?
u2293,WILLA HARPER,m147,the night of the hunter,F,?
u2294,DR KING,m148,a nightmare on elm street,M,?
u2296,LT THOMPSON,m148,a nightmare on elm street,M,?
u2298,MR LANTZ,m148,a nightmare on elm street,M,?
u2300,PARKER,m148,a nightmare on elm street,M,?
u2301,ROD,m148,a nightmare on elm street,M,?
u2302,TINA,m148,a nightmare on elm street,F,?
u2303,ALL THREE RUSSIANS,m149,ninotchka,?,?
u2306,GASTON,m149,ninotchka,M,?
u2307,GENERAL SAVITZKY,m149,ninotchka,M,?
u2308,HEADWAITER,m149,ninotchka,M,?
u2311,LAWYER,m149,ninotchka,M,?
u2313,MANAGER,m149,ninotchka,M,?
u2316,PORTER,m149,ninotchka,M,?
u2317,PERE MATHIEU,m149,ninotchka,M,?
u2318,RAKONIN,m149,ninotchka,M,?
u2321,TAXI DRIVER,m149,ninotchka,M,?
u2322,BUZHARDT,m150,nixon,?,?
u2323,CUSHMAN,m150,nixon,?,?
u2328,HANNAH,m150,nixon,F,?
u2329,HAROLD,m150,nixon,M,?
u2332,HUNT,m150,nixon,M,?
u2335,LIDDY,m150,nixon,M,?
u2336,MANOLO,m150,nixon,M,?
u2337,MAO,m150,nixon,M,?
u2338,MITCH,m150,nixon,?,?
u2342,RICHARD,m150,nixon,M,?
u2344,SANDY,m150,nixon,F,?
u2345,STUDENT 2,m150,nixon,F,?
u2346,STURGIS,m150,nixon,M,?
u2347,TOLSON,m150,nixon,M,?
u2348,YOUNG WOMAN,m150,nixon,F,?
u2349,ZIEGLER,m150,nixon,M,?
u2353,CLERK,m151,no country for old men,?,?
u2354,DRIVER,m151,no country for old men,M,?
u2356,LORETTA,m151,no country for old men,F,?
u2357,MAN,m151,no country for old men,M,?
u2358,MAN AT CHAIR,m151,no country for old men,M,?
u2359,MOLLY,m151,no country for old men,F,?
u2361,MOTHER,m151,no country for old men,F,?
u2362,OFFICIAL,m151,no country for old men,M,?
u2364,ROSCOE,m151,no country for old men,?,?
u2367,WOMAN,m151,no country for old men,F,?
u2372,CHIEF NURSE,m152,nurse betty,F,?
u2376,DUANE,m152,nurse betty,?,?
u2377,ELIZABETH,m152,nurse betty,F,?
u2380,GUARD,m152,nurse betty,M,?
u2381,JERROLD,m152,nurse betty,?,?
u2383,LONNIE,m152,nurse betty,M,?
u2390,BIG DAN,m153,"o brother, where art thou?",M,?
u2391,COOLEY,m153,"o brother, where art thou?",M,?
u2393,ECKARD,m153,"o brother, where art thou?",?,?
u2395,FRENCH,m153,"o brother, where art thou?",?,?
u2396,JUNIOR,m153,"o brother, where art thou?",M,?
u2397,MAN,m153,"o brother, where art thou?",M,?
u2398,MIDDLE,m153,"o brother, where art thou?",?,?
u2399,PAPPY,m153,"o brother, where art thou?",M,?
u2402,PROPRIETOR,m153,"o brother, where art thou?",?,?
u2403,SPIVEY,m153,"o brother, where art thou?",?,?
u2404,YOUNGEST,m153,"o brother, where art thou?",?,?
u2406,CASEY,m154,an officer and a gentleman,F,?
u2407,ESTHER,m154,an officer and a gentleman,F,?
u2409,GROUP,m154,an officer and a gentleman,?,?
u2410,JOE,m154,an officer and a gentleman,M,?
u2413,PERRYMAN,m154,an officer and a gentleman,M,?
u2417,COP 1,m155,panic room,M,?
u2418,EVAN,m155,panic room,M,?
u2420,LYDIA,m155,panic room,F,?
u2424,ALMA,m156,panther,F,?
u2425,BEEFY COP,m156,panther,M,?
u2426,BOBBY,m156,panther,M,?
u2427,BOBBY SEALE,m156,panther,M,?
u2430,DORSETT,m156,panther,M,?
u2431,ELDRIDGE,m156,panther,?,?
u2432,GARRY,m156,panther,?,?
u2433,GENE,m156,panther,M,?
u2434,HOOVER,m156,panther,?,?
u2437,RITA,m156,panther,F,?
u2438,RODGERS,m156,panther,?,?
u2439,ROSE,m156,panther,F,?
u2440,ROY,m156,panther,?,?
u2441,SABU,m156,panther,M,?
u2443,ANNE,m157,the patriot,F,?
u2444,BILLINGS,m157,the patriot,M,?
u2445,CHARLOTTE,m157,the patriot,F,?
u2446,CONTINENTAL SERGEANT,m157,the patriot,M,?
u2449,LEE,m157,the patriot,?,?
u2450,MAJOR HALBERT,m157,the patriot,?,?
u2451,MARGARET,m157,the patriot,F,?
u2453,NATHAN,m157,the patriot,M,?
u2454,REV. OLIVER,m157,the patriot,M,?
u2455,ROBINSON,m157,the patriot,?,?
u2456,SUSAN,m157,the patriot,F,?
u2457,TARLETON,m157,the patriot,?,?
u2458,THOMAS,m157,the patriot,M,?
u2459,WASHINGTON,m157,the patriot,M,?
u2463,PASCOW,m158,pet sematary,?,?
u2465,ANAMARIA,m159,pirates of the caribbean,F,?
u2468,GIBBS,m159,pirates of the caribbean,M,?
u2469,GILLETTE,m159,pirates of the caribbean,M,?
u2471,MULLROY,m159,pirates of the caribbean,M,?
u2472,MURTOGG,m159,pirates of the caribbean,M,?
u2473,NORRINGTON,m159,pirates of the caribbean,M,?
u2474,PINTEL,m159,pirates of the caribbean,M,?
u2475,SWANN,m159,pirates of the caribbean,M,?
u2477,ARGON,m160,plastic man,?,?
u2478,KID,m160,plastic man,?,?
u2479,LITTERBUG,m160,plastic man,?,?
u2480,NEBBLEMAN,m160,plastic man,?,?
u2482,POPPY,m160,plastic man,?,?
u2483,SIM,m160,plastic man,?,?
u2486,BINGY,m161,platinum blonde,M,?
u2491,HANK,m161,platinum blonde,M,?
u2492,MISS WILSON,m161,platinum blonde,F,?
u2493,MRS. SCHUYLER,m161,platinum blonde,F,?
u2494,SMYTHE,m161,platinum blonde,M,?
u2497,BIFF,m162,pleasantville,?,?
u2498,BIG BOB,m162,pleasantville,M,?
u2500,BOY,m162,pleasantville,M,?
u2501,DAN,m162,pleasantville,?,?
u2505,HOWARD,m162,pleasantville,M,?
u2508,MARK,m162,pleasantville,M,?
u2509,MR. JOHNSON,m162,pleasantville,M,?
u2510,MR. SIMPSON,m162,pleasantville,M,?
u2512,CHECK OUT GIRL,m163,punch-drunk love,F,?
u2513,CUSTOMER,m163,punch-drunk love,M,?
u2515,DEAN,m163,punch-drunk love,M,?
u2517,KAREN,m163,punch-drunk love,F,?
u2520,LATISHA,m163,punch-drunk love,?,?
u2523,OPERATOR,m163,punch-drunk love,M,?
u2525,OPERATOR VOICE,m163,punch-drunk love,?,?
u2526,SEXY VOICE,m163,punch-drunk love,?,?
u2527,VOICE,m163,punch-drunk love,?,?
u2528,WALTER,m163,punch-drunk love,M,?
u2529,ABBE DU MAUPAS,m164,quills,M,?
u2531,CLEANTE,m164,quills,M,?
u2533,DELBENE,m164,quills,M,?
u2534,HORSEMAN,m164,quills,M,?
u2535,INGENUE,m164,quills,?,?
u2536,LIBERTINE,m164,quills,?,?
u2539,MONSIEUR PROUIX,m164,quills,M,?
u2545,VALCOUR,m164,quills,M,?
u2548,JOSEPH COTTON,m165,rko 281,M,?
u2549,LOUELLA,m165,rko 281,F,?
u2552,MAYER,m165,rko 281,M,?
u2553,PAUL STEWART,m165,rko 281,M,?
u2555,SHOP OWNER,m165,rko 281,?,?
u2556,TOLAND,m165,rko 281,M,?
u2558,1ST DEPUTY,m166,raging bull,?,?
u2559,COMO,m166,raging bull,M,?
u2560,EAGAN,m166,raging bull,?,?
u2561,IRMA,m166,raging bull,?,?
u2565,REPORTER,m166,raging bull,M,?
u2566,SALVY,m166,raging bull,M,?
u2567,TOMMY,m166,raging bull,M,?
u2568,TONY,m166,raging bull,M,?
u2570,BABY SITTER,m167,rear window,?,?
u2571,BRYCE,m167,rear window,M,?
u2573,GUNNISON,m167,rear window,?,?
u2576,MRS. DOYLE,m167,rear window,F,?
u2577,POLICE,m167,rear window,M,?
u2579,THORWALD,m167,rear window,M,?
u2580,BUZZ,m168,rebel without a cause,M,?
u2581,CHIEF,m168,rebel without a cause,?,?
u2582,CRUNCH,m168,rebel without a cause,M,?
u2584,GENE,m168,rebel without a cause,M,?
u2587,JUDY'S FATHER,m168,rebel without a cause,M,?
u2588,MOOSE,m168,rebel without a cause,M,?
u2590,NEGRO WOMAN,m168,rebel without a cause,F,?
u2591,OFFICER,m168,rebel without a cause,M,?
u2594,SERGEANT,m168,rebel without a cause,M,?
u2597,JACK BANGS,m169,reindeer games,M,?
u2601,OLD TIMER,m169,reindeer games,?,?
u2604,TEEN CLERK,m169,reindeer games,?,?
u2605,WAITRESS,m169,reindeer games,F,?
u2606,YOUNG GOVERNOR,m169,reindeer games,?,?
u2607,ZOOK,m169,reindeer games,?,?
u2608,COP,m170,reservoir dogs,M,?
u2613,MARVIN,m170,reservoir dogs,M,?
u2614,MR. BLONDE,m170,reservoir dogs,M,?
u2619,NICE GUY EDDIE,m170,reservoir dogs,M,?
u2620,VIC,m170,reservoir dogs,M,?
u2622,CLAYTON,m171,roughshod,M,?
u2623,ELAINE,m171,roughshod,F,?
u2624,FOWLER,m171,roughshod,M,?
u2625,GARDNER,m171,roughshod,M,?
u2626,GRAHAM,m171,roughshod,F,?
u2628,LEDNOV,m171,roughshod,M,?
u2630,MCCALL,m171,roughshod,M,?
u2631,MRS. WYATT,m171,roughshod,F,?
u2633,WYATT,m171,roughshod,M,?
u2634,ALEX,m172,scary movie 2,F,?
u2635,BRENDA,m172,scary movie 2,F,?
u2640,HANSON,m172,scary movie 2,?,?
u2641,HARRIS,m172,scary movie 2,M,?
u2642,MCFEELY,m172,scary movie 2,M,?
u2643,MOTHER,m172,scary movie 2,F,?
u2645,RAY,m172,scary movie 2,M,?
u2649,BIRDIE,m173,serial mom,F,?
u2650,CHIP,m173,serial mom,M,?
u2652,DET. BRADFORD,m173,serial mom,?,?
u2653,DET. MOORE,m173,serial mom,?,?
u2655,MARVIN,m173,serial mom,M,?
u2656,MISTY,m173,serial mom,F,?
u2658,MR. NAZLEROD,m173,serial mom,M,?
u2659,MR. STERNER,m173,serial mom,M,?
u2660,MR. STUBBINS,m173,serial mom,M,?
u2661,MRS. ACKERMAN,m173,serial mom,F,?
u2662,MRS. JENSON,m173,serial mom,F,?
u2663,MRS. STERNER,m173,serial mom,F,?
u2666,YOUNG MAN,m173,serial mom,M,?
u2668,BRUNS,m174,the seventh victim,?,?
u2669,DR. JUDD,m174,the seventh victim,M,?
u2672,JACQUELINE,m174,the seventh victim,F,?
u2676,MIMI,m174,the seventh victim,F,?
u2677,MISS GOTTSCHALK,m174,the seventh victim,F,?
u2678,MISS SUMMERS,m174,the seventh victim,F,?
u2679,MR. BRUNS,m174,the seventh victim,M,?
u2681,MRS. LOWOOD,m174,the seventh victim,F,?
u2682,MRS. REDI,m174,the seventh victim,F,?
u2683,MRS. ROMARI,m174,the seventh victim,F,?
u2684,NANCY,m174,the seventh victim,F,?
u2685,RADEAU,m174,the seventh victim,M,?
u2686,ROMARI,m174,the seventh victim,?,?
u2689,CYTNHIA,m175,"sex, lies, and videotape",F,?
u2693,MR. MILLER,m175,"sex, lies, and videotape",M,?
u2694,SECRETARY,m175,"sex, lies, and videotape",?,?
u2695,VOICE ON PHONE,m175,"sex, lies, and videotape",?,?
u2696,BETTS,m176,shivers,F,?
u2697,BOY,m176,shivers,M,?
u2698,DETECTIVE,m176,shivers,M,?
u2699,FORSYTHE,m176,shivers,F,?
u2700,GIRL,m176,shivers,F,?
u2701,JANINE,m176,shivers,F,?
u2702,MR. SPERGAZZI,m176,shivers,M,?
u2703,PARKINS,m176,shivers,?,?
u2706,SUPER,m176,shivers,?,?
u2707,TUDOR,m176,shivers,M,?
u2708,ANSALONG,m177,shock treatment,F,?
u2709,AUDIENCE,m177,shock treatment,?,?
u2710,BERT,m177,shock treatment,M,?
u2712,BRAD,m177,shock treatment,M,?
u2713,BRAD AND JANET,m177,shock treatment,?,?
u2714,DAD,m177,shock treatment,M,?
u2715,FARLEY,m177,shock treatment,M,?
u2716,JANET,m177,shock treatment,F,?
u2717,KIDS,m177,shock treatment,?,?
u2718,MAC,m177,shock treatment,?,?
u2719,MACY,m177,shock treatment,F,?
u2720,MOM,m177,shock treatment,F,?
u2721,NATION,m177,shock treatment,F,?
u2722,NEELY,m177,shock treatment,F,?
u2724,OLIVER AND BETTY,m177,shock treatment,?,?
u2725,OSCAR,m177,shock treatment,M,?
u2726,PARKER,m177,shock treatment,M,?
u2727,RALPH,m177,shock treatment,M,?
u2728,RICKY,m177,shock treatment,M,?
u2729,TEACHER,m177,shock treatment,?,?
u2730,TRIO,m177,shock treatment,?,?
u2731,CAMMI,m178,sideways,F,?
u2732,CHRISTINE,m178,sideways,F,?
u2733,EVELYN,m178,sideways,F,?
u2734,GARY,m178,sideways,M,?
u2736,MAN,m178,sideways,M,?
u2739,PHYLLIS,m178,sideways,?,?
u2740,POURER,m178,sideways,M,?
u2743,BO,m179,signs,F,?
u2744,COLLEEN,m179,signs,F,?
u2745,CREWCUT GUY,m179,signs,?,?
u2754,HOBART,m180,silverado,M,?
u2757,KATE,m180,silverado,F,?
u2759,LANGSTON,m180,silverado,M,?
u2760,MAL,m180,silverado,M,?
u2763,PROPRIETOR,m180,silverado,?,?
u2765,SHERIFF COBB,m180,silverado,?,?
u2767,DETECTIVE,m181,simone,?,?
u2769,FAITH,m181,simone,?,?
u2770,FRANK BRAND,m181,simone,M,?
u2771,HAL,m181,simone,?,?
u2772,HANK,m181,simone,M,?
u2773,HARRY,m181,simone,M,?
u2774,KENT,m181,simone,M,?
u2775,LAINEY,m181,simone,?,?
u2776,LAWYER,m181,simone,?,?
u2777,MAX,m181,simone,M,?
u2778,MILTON,m181,simone,?,?
u2779,NICOLA,m181,simone,?,?
u2780,PREMIERE REPORTER 2,m181,simone,?,?
u2781,SECURITY GUARD,m181,simone,?,?
u2782,SIMONE,m181,simone,?,?
u2783,SIMONE / VIKTOR,m181,simone,?,?
u2785,ANNA,m182,the sixth sense,F,?
u2790,MAN'S VOICE,m182,the sixth sense,M,?
u2791,MR. CUNNINGHAM,m182,the sixth sense,M,?
u2792,BILLY BOB,m183,slash,M,?
u2793,CANDY,m183,slash,F,?
u2794,CARL,m183,slash,M,?
u2795,GENE,m183,slash,?,?
u2796,IAN,m183,slash,M,?
u2798,KAREN,m183,slash,F,?
u2799,KEITH,m183,slash,F,?
u2801,RAY,m183,slash,M,?
u2802,ROD,m183,slash,M,?
u2805,BRENDA,m184,slither,F,?
u2806,BUTCHER,m184,slither,?,?
u2808,JACK,m184,slither,M,?
u2809,KYLIE,m184,slither,F,?
u2810,MARGARET,m184,slither,F,?
u2813,TREVOR,m184,slither,M,?
u2816,CLAYTON,m185,smokey and the bandit,?,?
u2818,DICKEY,m185,smokey and the bandit,?,?
u2819,HOT PANTS,m185,smokey and the bandit,?,?
u2821,KYLE,m185,smokey and the bandit,?,?
u2822,OWNER,m185,smokey and the bandit,?,?
u2823,VOICE,m185,smokey and the bandit,?,?
u2824,VOICE ONE,m185,smokey and the bandit,?,?
u2825,VOICE TWO,m185,smokey and the bandit,?,?
u2826,WAITRESS,m185,smokey and the bandit,F,?
u2827,ACOSTA,m186,smokin' aces,M,?
u2829,CASINO EMPLOYEE,m186,smokin' aces,?,?
u2831,DR. GILL,m186,smokin' aces,?,?
u2832,DUPREE,m186,smokin' aces,M,?
u2833,ELMORE,m186,smokin' aces,M,?
u2837,MECKLEN,m186,smokin' aces,M,?
u2840,SECURITY SUPERVISOR,m186,smokin' aces,?,?
u2842,SIR IVY,m186,smokin' aces,M,?
u2845,WYMAN,m186,smokin' aces,?,?
u2846,GIBARIAN,m187,solaris,M,?
u2849,SARTORIUS,m187,solaris,?,?
u2853,GARBER,m188,someone to watch over me,M,?
u2854,GIDDINGS,m188,someone to watch over me,?,?
u2855,KOONTZ,m188,someone to watch over me,M,?
u2857,NEIL,m188,someone to watch over me,M,?
u2858,PRETTY YOUNG THING,m188,someone to watch over me,?,?
u2859,T.J.,m188,someone to watch over me,M,?
u2861,VENZA,m188,someone to watch over me,M,?
u2862,WIN,m188,someone to watch over me,M,?
u2863,ADELE,m189,spider-man,F,?
u2865,FLASH,m189,spider-man,M,?
u2866,HARRY,m189,spider-man,M,?
u2867,HOGAN,m189,spider-man,?,?
u2868,JAMESON,m189,spider-man,M,?
u2869,LEIBER,m189,spider-man,?,?
u2870,LETTERMAN,m189,spider-man,M,?
u2872,MAROTTA,m189,spider-man,?,?
u2874,NURSE VOICE,m189,spider-man,F,?
u2875,OCK,m189,spider-man,?,?
u2877,REISS,m189,spider-man,?,?
u2878,ROZ,m189,spider-man,?,?
u2880,THORKEL,m189,spider-man,?,?
u2881,BAGRADIAN,m190,stalag 17,M,?
u2882,BLONDIE,m190,stalag 17,M,?
u2883,COOKIE,m190,stalag 17,M,?
u2885,DUNBAR,m190,stalag 17,M,?
u2886,GENEVA MAN,m190,stalag 17,M,?
u2887,GERMAN LIEUTENANT,m190,stalag 17,?,?
u2890,MARKO,m190,stalag 17,M,?
u2891,P.O.W.S,m190,stalag 17,?,?
u2893,SCHULTZ,m190,stalag 17,M,?
u2896,VON SCHERBACH,m190,stalag 17,M,?
u2897,B'ETOR,m191,star trek: generations,F,?
u2898,CHEKOV,m191,star trek: generations,M,?
u2900,DEMORA,m191,star trek: generations,F,?
u2902,HARRIMAN,m191,star trek: generations,M,?
u2903,KIRK,m191,star trek: generations,M,?
u2905,LURSA,m191,star trek: generations,F,?
u2907,RIKER,m191,star trek: generations,M,?
u2908,SCOTTY,m191,star trek: generations,?,?
u2909,SORAN,m191,star trek: generations,M,?
u2910,TROI,m191,star trek: generations,F,?
u2911,WORF,m191,star trek: generations,M,?
u2912,1ST OFFICER,m192,star trek iii: the search for spock,M,?
u2913,CAPTAIN,m192,star trek iii: the search for spock,M,?
u2915,COMM OFFICER,m192,star trek iii: the search for spock,?,?
u2917,ESTEBAN,m192,star trek iii: the search for spock,M,?
u2919,KRUGE,m192,star trek iii: the search for spock,M,?
u2920,LIEUTENANT,m192,star trek iii: the search for spock,?,?
u2921,MALTZ,m192,star trek iii: the search for spock,M,?
u2922,MORROW,m192,star trek iii: the search for spock,M,?
u2925,SCOTTY,m192,star trek iii: the search for spock,?,?
u2926,SPOCK,m192,star trek iii: the search for spock,M,?
u2927,STYLES,m192,star trek iii: the search for spock,M,?
u2929,TORG,m192,star trek iii: the search for spock,?,?
u2930,UHURA,m192,star trek iii: the search for spock,F,?
u2931,WOMAN,m192,star trek iii: the search for spock,F,?
u2933,CAROL,m193,star trek: the wrath of khan,F,?
u2934,CHEKOV,m193,star trek: the wrath of khan,M,?
u2936,JOACHIM,m193,star trek: the wrath of khan,M,?
u2937,KHAN,m193,star trek: the wrath of khan,M,?
u2939,PRESTON,m193,star trek: the wrath of khan,M,?
u2941,SCOTTY,m193,star trek: the wrath of khan,?,?
u2942,SCOTTY'S VOICE,m193,star trek: the wrath of khan,?,?
u2944,SPOCK'S VOICE,m193,star trek: the wrath of khan,M,?
