,characterID,character_name,movieID,movie_title,gender,position_in_credits
1475,u2191,JUDGE OTTO,m141,mumford,?,?
1476,u2193,LIONEL,m141,mumford,?,?
1477,u2194,MARTIN,m141,mumford,?,?
1478,u2195,MRS. COOK,m141,mumford,?,?
1479,u2198,SHEELER,m141,mumford,?,?
1480,u2201,ARDETH RAY,m142,the mummy,?,?
1481,u2203,CURATOR,m142,the mummy,?,?
1482,u2204,DANIELS,m142,the mummy,?,?
1483,u2206,HENDERSON,m142,the mummy,?,?
1484,u2207,HOOK,m142,the mummy,?,?
1485,u2210,WARDEN,m142,the mummy,?,?
1486,u2211,AMAZING,m143,mystery men,?,?
1487,u2212,ANABEL,m143,mystery men,?,?
1488,u2213,BOWLER,m143,mystery men,?,?
1489,u2214,CASANOVA,m143,mystery men,?,?
1490,u2216,HELLER,m143,mystery men,?,?
1491,u2217,INVISIBLE BOY,m143,mystery men,?,?
1492,u2219,MOTHER,m143,mystery men,?,?
1495,u2225,BARRAS,m144,napoleon,?,?
1496,u2226,BELLIARD,m144,napoleon,?,?
1497,u2227,BERTRAND,m144,napoleon,?,?
1498,u2228,BOURRIENNE,m144,napoleon,?,?
1499,u2229,CAULAINCOURT,m144,napoleon,?,?
1500,u2230,CHARLES,m144,napoleon,?,?
1501,u2231,CORSICAN,m144,napoleon,?,?
1502,u2232,DIDIER,m144,napoleon,?,?
1503,u2233,DUROC,m144,napoleon,?,?
1504,u2234,EUGENE,m144,napoleon,?,?
1505,u2235,FRANCIS,m144,napoleon,?,?
1506,u2240,JUNOT,m144,napoleon,?,?
1507,u2241,MAJOR FIDON,m144,napoleon,?,?
1508,u2243,MONTESQUIOU,m144,napoleon,?,?
1509,u2245,NARRATOR,m144,napoleon,?,?
1510,u2246,ORDERLY,m144,napoleon,?,?
1511,u2247,PICART,m144,napoleon,?,?
1512,u2248,RUSSIAN GENTLEMAN,m144,napoleon,?,?
1513,u2249,SCHWARZENBURG,m144,napoleon,?,?
1514,u2250,TALLEYRAND,m144,napoleon,?,?
1515,u2251,VARLAC,m144,napoleon,?,?
1516,u2252,BABY'D,m145,next friday,?,?
1517,u2254,CUSTOMER #1,m145,next friday,?,?
1520,u2258,DELIVERY GUY,m145,next friday,?,?
1521,u2259,EZAL,m145,next friday,?,?
1523,u2262,MISS HO KYM,m145,next friday,?,?
1526,u2268,BRENDAN GRANT,m146,nick of time,?,?
1527,u2269,CABBIE,m146,nick of time,?,?
1528,u2273,KRISTA,m146,nick of time,?,?
1529,u2274,LYNN,m146,nick of time,?,?
1530,u2276,MS. JONES,m146,nick of time,?,?
1531,u2277,MYSTERY MAN,m146,nick of time,?,?
1532,u2278,OFFICER TRUST,m146,nick of time,?,?
1533,u2279,BART,m147,the night of the hunter,?,?
1534,u2281,BIRDIE STEPTOE,m147,the night of the hunter,?,?
1535,u2282,CLARY,m147,the night of the hunter,?,?
1536,u2283,CONGREGATION,m147,the night of the hunter,?,?
1537,u2284,GROCER,m147,the night of the hunter,?,?
1538,u2285,GUARD,m147,the night of the hunter,?,?
1539,u2289,PREACHER,m147,the night of the hunter,?,?
1540,u2290,RACHEL COOPER,m147,the night of the hunter,?,?
1541,u2291,RUBY,m147,the night of the hunter,?,?
1542,u2293,WILLA HARPER,m147,the night of the hunter,?,?
1543,u2294,DR KING,m148,a nightmare on elm street,?,?
1544,u2296,LT THOMPSON,m148,a nightmare on elm street,?,?
1545,u2298,MR LANTZ,m148,a nightmare on elm street,?,?
1546,u2300,PARKER,m148,a nightmare on elm street,?,?
1547,u2301,ROD,m148,a nightmare on elm street,?,?
1548,u2302,TINA,m148,a nightmare on elm street,?,?
1549,u2303,ALL THREE RUSSIANS,m149,ninotchka,?,?
1550,u2306,GASTON,m149,ninotchka,?,?
1551,u2307,GENERAL SAVITZKY,m149,ninotchka,?,?
1552,u2308,HEADWAITER,m149,ninotchka,?,?
1553,u2311,LAWYER,m149,ninotchka,?,?
1554,u2313,MANAGER,m149,ninotchka,?,?
1555,u2316,PORTER,m149,ninotchka,?,?
1556,u2317,PERE MATHIEU,m149,ninotchka,?,?
1557,u2318,RAKONIN,m149,ninotchka,?,?
1558,u2321,TAXI DRIVER,m149,ninotchka,?,?
1559,u2322,BUZHARDT,m150,nixon,?,?
1560,u2323,CUSHMAN,m150,nixon,?,?
1561,u2328,HANNAH,m150,nixon,?,?
1562,u2329,HAROLD,m150,nixon,?,?
1563,u2332,HUNT,m150,nixon,?,?
1564,u2335,LIDDY,m150,nixon,?,?
1565,u2336,MANOLO,m150,nixon,?,?
1566,u2337,MAO,m150,nixon,?,?
1567,u2338,MITCH,m150,nixon,?,?
1568,u2342,RICHARD,m150,nixon,?,?
1569,u2344,SANDY,m150,nixon,?,?
1570,u2345,STUDENT 2,m150,nixon,?,?
1571,u2346,STURGIS,m150,nixon,?,?
1572,u2347,TOLSON,m150,nixon,?,?
1573,u2348,YOUNG WOMAN,m150,nixon,?,?
1574,u2349,ZIEGLER,m150,nixon,?,?
1575,u2353,CLERK,m151,no country for old men,?,?
1576,u2354,DRIVER,m151,no country for old men,?,?
1577,u2356,LORETTA,m151,no country for old men,?,?
1578,u2357,MAN,m151,no country for old men,?,?
1579,u2358,MAN AT CHAIR,m151,no country for old men,?,?
1580,u2359,MOLLY,m151,no country for old men,?,?
1581,u2361,MOTHER,m151,no country for old men,?,?
1582,u2362,OFFICIAL,m151,no country for old men,?,?
1583,u2364,ROSCOE,m151,no country for old men,?,?
1584,u2367,WOMAN,m151,no country for old men,?,?
1586,u2372,CHIEF NURSE,m152,nurse betty,?,?
1589,u2376,DUANE,m152,nurse betty,?,?
1590,u2377,ELIZABETH,m152,nurse betty,?,?
1591,u2380,GUARD,m152,nurse betty,?,?
1592,u2381,JERROLD,m152,nurse betty,?,?
1594,u2383,LONNIE,m152,nurse betty,?,?
1596,u2390,BIG DAN,m153,"o brother, where art thou?",?,?
1597,u2391,COOLEY,m153,"o brother, where art thou?",?,?
1598,u2393,ECKARD,m153,"o brother, where art thou?",?,?
1599,u2395,FRENCH,m153,"o brother, where art thou?",?,?
1600,u2396,JUNIOR,m153,"o brother, where art thou?",?,?
1601,u2397,MAN,m153,"o brother, where art thou?",?,?
1602,u2398,MIDDLE,m153,"o brother, where art thou?",?,?
1603,u2399,PAPPY,m153,"o brother, where art thou?",?,?
1604,u2402,PROPRIETOR,m153,"o brother, where art thou?",?,?
1605,u2403,SPIVEY,m153,"o brother, where art thou?",?,?
1606,u2404,YOUNGEST,m153,"o brother, where art thou?",?,?
1607,u2406,CASEY,m154,an officer and a gentleman,?,?
1608,u2407,ESTHER,m154,an officer and a gentleman,?,?
1609,u2409,GROUP,m154,an officer and a gentleman,?,?
1610,u2410,JOE,m154,an officer and a gentleman,?,?
1611,u2413,PERRYMAN,m154,an officer and a gentleman,?,?
1612,u2417,COP 1,m155,panic room,?,?
1613,u2418,EVAN,m155,panic room,?,?
1614,u2420,LYDIA,m155,panic room,?,?
1615,u2424,ALMA,m156,panther,?,?
1616,u2425,BEEFY COP,m156,panther,?,?
1617,u2426,BOBBY,m156,panther,?,?
1618,u2427,BOBBY SEALE,m156,panther,?,?
1619,u2430,DORSETT,m156,panther,?,?
1620,u2431,ELDRIDGE,m156,panther,?,?
1621,u2432,GARRY,m156,panther,?,?
1622,u2433,GENE,m156,panther,?,?
1623,u2434,HOOVER,m156,panther,?,?
1624,u2437,RITA,m156,panther,?,?
1625,u2438,RODGERS,m156,panther,?,?
1626,u2439,ROSE,m156,panther,?,?
1627,u2440,ROY,m156,panther,?,?
1628,u2441,SABU,m156,panther,?,?
1629,u2443,ANNE,m157,the patriot,?,?
1630,u2444,BILLINGS,m157,the patriot,?,?
1631,u2445,CHARLOTTE,m157,the patriot,?,?
1632,u2446,CONTINENTAL SERGEANT,m157,the patriot,?,?
1633,u2449,LEE,m157,the patriot,?,?
1634,u2450,MAJOR HALBERT,m157,the patriot,?,?
1635,u2451,MARGARET,m157,the patriot,?,?
1636,u2453,NATHAN,m157,the patriot,?,?
1637,u2454,REV. OLIVER,m157,the patriot,?,?
1638,u2455,ROBINSON,m157,the patriot,?,?
1639,u2456,SUSAN,m157,the patriot,?,?
1640,u2457,TARLETON,m157,the patriot,?,?
1641,u2458,THOMAS,m157,the patriot,?,?
1642,u2459,WASHINGTON,m157,the patriot,?,?
1643,u2463,PASCOW,m158,pet sematary,?,?
1644,u2465,ANAMARIA,m159,pirates of the caribbean,?,?
1645,u2468,GIBBS,m159,pirates of the caribbean,?,?
1646,u2469,GILLETTE,m159,pirates of the caribbean,?,?
1647,u2471,MULLROY,m159,pirates of the caribbean,?,?
1648,u2472,MURTOGG,m159,pirates of the caribbean,?,?
1649,u2473,NORRINGTON,m159,pirates of the caribbean,?,?
1650,u2474,PINTEL,m159,pirates of the caribbean,?,?
1651,u2475,SWANN,m159,pirates of the caribbean,?,?
1652,u2477,ARGON,m160,plastic man,?,?
1653,u2478,KID,m160,plastic man,?,?
1654,u2479,LITTERBUG,m160,plastic man,?,?
1655,u2480,NEBBLEMAN,m160,plastic man,?,?
1656,u2482,POPPY,m160,plastic man,?,?
1657,u2483,SIM,m160,plastic man,?,?
1658,u2486,BINGY,m161,platinum blonde,?,?
1659,u2491,HANK,m161,platinum blonde,?,?
1660,u2492,MISS WILSON,m161,platinum blonde,?,?
1661,u2493,MRS. SCHUYLER,m161,platinum blonde,?,?
1662,u2494,SMYTHE,m161,platinum blonde,?,?
1663,u2497,BIFF,m162,pleasantville,?,?
1664,u2498,BIG BOB,m162,pleasantville,?,?
1665,u2500,BOY,m162,pleasantville,?,?
1666,u2501,DAN,m162,pleasantville,?,?
1667,u2505,HOWARD,m162,pleasantville,?,?
1668,u2508,MARK,m162,pleasantville,?,?
1669,u2509,MR. JOHNSON,m162,pleasantville,?,?
1670,u2510,MR. SIMPSON,m162,pleasantville,?,?
1671,u2512,CHECK OUT GIRL,m163,punch-drunk love,?,?
1672,u2513,CUSTOMER,m163,punch-drunk love,?,?
1673,u2515,DEAN,m163,punch-drunk love,?,?
1674,u2517,KAREN,m163,punch-drunk love,?,?
1675,u2520,LATISHA,m163,punch-drunk love,?,?
1676,u2523,OPERATOR,m163,punch-drunk love,?,?
1677,u2525,OPERATOR VOICE,m163,punch-drunk love,?,?
1678,u2526,SEXY VOICE,m163,punch-drunk love,?,?
1679,u2527,VOICE,m163,punch-drunk love,?,?
1680,u2528,WALTER,m163,punch-drunk love,?,?
1681,u2529,ABBE DU MAUPAS,m164,quills,?,?
1683,u2531,CLEANTE,m164,quills,?,?
1684,u2533,DELBENE,m164,quills,?,?
1685,u2534,HORSEMAN,m164,quills,?,?
1686,u2535,INGENUE,m164,quills,?,?
1687,u2536,LIBERTINE,m164,quills,?,?
1689,u2539,MONSIEUR PROUIX,m164,quills,?,?
1692,u2545,VALCOUR,m164,quills,?,?
1693,u2548,JOSEPH COTTON,m165,rko 281,?,?
1694,u2549,LOUELLA,m165,rko 281,?,?
1695,u2552,MAYER,m165,rko 281,?,?
1696,u2553,PAUL STEWART,m165,rko 281,?,?
1697,u2555,SHOP OWNER,m165,rko 281,?,?
1698,u2556,TOLAND,m165,rko 281,?,?
1699,u2558,1ST DEPUTY,m166,raging bull,?,?
1700,u2559,COMO,m166,raging bull,?,?
1701,u2560,EAGAN,m166,raging bull,?,?
1702,u2561,IRMA,m166,raging bull,?,?
1704,u2565,REPORTER,m166,raging bull,?,?
1705,u2566,SALVY,m166,raging bull,?,?
1706,u2567,TOMMY,m166,raging bull,?,?
1707,u2568,TONY,m166,raging bull,?,?
1708,u2570,BABY SITTER,m167,rear window,?,?
1709,u2571,BRYCE,m167,rear window,?,?
1710,u2573,GUNNISON,m167,rear window,?,?
1711,u2576,MRS. DOYLE,m167,rear window,?,?
1712,u2577,POLICE,m167,rear window,?,?
1713,u2579,THORWALD,m167,rear window,?,?
1714,u2580,BUZZ,m168,rebel without a cause,?,?
1715,u2581,CHIEF,m168,rebel without a cause,?,?
1716,u2582,CRUNCH,m168,rebel without a cause,?,?
1717,u2584,GENE,m168,rebel without a cause,?,?
1718,u2587,JUDY'S FATHER,m168,rebel without a cause,?,?
1719,u2588,MOOSE,m168,rebel without a cause,?,?
1720,u2590,NEGRO WOMAN,m168,rebel without a cause,?,?
1721,u2591,OFFICER,m168,rebel without a cause,?,?
1722,u2594,SERGEANT,m168,rebel without a cause,?,?
1723,u2597,JACK BANGS,m169,reindeer games,?,?
1726,u2601,OLD TIMER,m169,reindeer games,?,?
1728,u2604,TEEN CLERK,m169,reindeer games,?,?
1729,u2605,WAITRESS,m169,reindeer games,?,?
1730,u2606,YOUNG GOVERNOR,m169,reindeer games,?,?
1731,u2607,ZOOK,m169,reindeer games,?,?
1732,u2608,COP,m170,reservoir dogs,?,?
1733,u2613,MARVIN,m170,reservoir dogs,?,?
1734,u2614,MR. BLONDE,m170,reservoir dogs,?,?
1736,u2619,NICE GUY EDDIE,m170,reservoir dogs,?,?
1737,u2620,VIC,m170,reservoir dogs,?,?
1738,u2622,CLAYTON,m171,roughshod,?,?
1739,u2623,ELAINE,m171,roughshod,?,?
1740,u2624,FOWLER,m171,roughshod,?,?
1741,u2625,GARDNER,m171,roughshod,?,?
1742,u2626,GRAHAM,m171,roughshod,?,?
1743,u2628,LEDNOV,m171,roughshod,?,?
1744,u2630,MCCALL,m171,roughshod,?,?
1745,u2631,MRS. WYATT,m171,roughshod,?,?
1746,u2633,WYATT,m171,roughshod,?,?
1747,u2634,ALEX,m172,scary movie 2,?,?
1748,u2635,BRENDA,m172,scary movie 2,?,?
1750,u2640,HANSON,m172,scary movie 2,?,?
1751,u2641,HARRIS,m172,scary movie 2,?,?
1752,u2642,MCFEELY,m172,scary movie 2,?,?
1753,u2643,MOTHER,m172,scary movie 2,?,?
1754,u2645,RAY,m172,scary movie 2,?,?
1757,u2649,BIRDIE,m173,serial mom,?,?
1758,u2650,CHIP,m173,serial mom,?,?
1759,u2652,DET. BRADFORD,m173,serial mom,?,?
1760,u2653,DET. MOORE,m173,serial mom,?,?
1761,u2655,MARVIN,m173,serial mom,?,?
1762,u2656,MISTY,m173,serial mom,?,?
1763,u2658,MR. NAZLEROD,m173,serial mom,?,?
1764,u2659,MR. STERNER,m173,serial mom,?,?
1765,u2660,MR. STUBBINS,m173,serial mom,?,?
1766,u2661,MRS. ACKERMAN,m173,serial mom,?,?
1767,u2662,MRS. JENSON,m173,serial mom,?,?
1768,u2663,MRS. STERNER,m173,serial mom,?,?
1771,u2666,YOUNG MAN,m173,serial mom,?,?
1772,u2668,BRUNS,m174,the seventh victim,?,?
1773,u2669,DR. JUDD,m174,the seventh victim,?,?
1774,u2672,JACQUELINE,m174,the seventh victim,?,?
1775,u2676,MIMI,m174,the seventh victim,?,?
1776,u2677,MISS GOTTSCHALK,m174,the seventh victim,?,?
1777,u2678,MISS SUMMERS,m174,the seventh victim,?,?
1778,u2679,MR. BRUNS,m174,the seventh victim,?,?
1779,u2681,MRS. LOWOOD,m174,the seventh victim,?,?
1780,u2682,MRS. REDI,m174,the seventh victim,?,?
1781,u2683,MRS. ROMARI,m174,the seventh victim,?,?
1782,u2684,NANCY,m174,the seventh victim,?,?
1783,u2685,RADEAU,m174,the seventh victim,?,?
1784,u2686,ROMARI,m174,the seventh victim,?,?
1785,u2689,CYTNHIA,m175,"sex, lies, and videotape",?,?
1786,u2693,MR. MILLER,m175,"sex, lies, and videotape",?,?
1787,u2694,SECRETARY,m175,"sex, lies, and videotape",?,?
1788,u2695,VOICE ON PHONE,m175,"sex, lies, and videotape",?,?
1789,u2696,BETTS,m176,shivers,?,?
1790,u2697,BOY,m176,shivers,?,?
1791,u2698,DETECTIVE,m176,shivers,?,?
1792,u2699,FORSYTHE,m176,shivers,?,?
1793,u2700,GIRL,m176,shivers,?,?
1794,u2701,JANINE,m176,shivers,?,?
1795,u2702,MR. SPERGAZZI,m176,shivers,?,?
1796,u2703,PARKINS,m176,shivers,?,?
1797,u2706,SUPER,m176,shivers,?,?
1798,u2707,TUDOR,m176,shivers,?,?
1799,u2708,ANSALONG,m177,shock treatment,?,?
1800,u2709,AUDIENCE,m177,shock treatment,?,?
1801,u2710,BERT,m177,shock treatment,?,?
1802,u2712,BRAD,m177,shock treatment,?,?
1803,u2713,BRAD AND JANET,m177,shock treatment,?,?
1804,u2714,DAD,m177,shock treatment,?,?
1805,u2715,FARLEY,m177,shock treatment,?,?
1806,u2716,JANET,m177,shock treatment,?,?
1807,u2717,KIDS,m177,shock treatment,?,?
1808,u2718,MAC,m177,shock treatment,?,?
1809,u2719,MACY,m177,shock treatment,?,?
1810,u2720,MOM,m177,shock treatment,?,?
1811,u2721,NATION,m177,shock treatment,?,?
1812,u2722,NEELY,m177,shock treatment,?,?
1813,u2724,OLIVER AND BETTY,m177,shock treatment,?,?
1814,u2725,OSCAR,m177,shock treatment,?,?
1815,u2726,PARKER,m177,shock treatment,?,?
1816,u2727,RALPH,m177,shock treatment,?,?
1817,u2728,RICKY,m177,shock treatment,?,?
1818,u2729,TEACHER,m177,shock treatment,?,?
1819,u2730,TRIO,m177,shock treatment,?,?
1820,u2731,CAMMI,m178,sideways,?,?
1821,u2732,CHRISTINE,m178,sideways,?,?
1822,u2733,EVELYN,m178,sideways,?,?
1823,u2734,GARY,m178,sideways,?,?
1824,u2736,MAN,m178,sideways,?,?
1825,u2739,PHYLLIS,m178,sideways,?,?
1826,u2740,POURER,m178,sideways,?,?
1828,u2743,BO,m179,signs,?,?
1829,u2744,COLLEEN,m179,signs,?,?
1830,u2745,CREWCUT GUY,m179,signs,?,?
1834,u2754,HOBART,m180,silverado,?,?
1837,u2757,KATE,m180,silverado,?,?
1839,u2759,LANGSTON,m180,silverado,?,?
1840,u2760,MAL,m180,silverado,?,?
1842,u2763,PROPRIETOR,m180,silverado,?,?
1844,u2765,SHERIFF COBB,m180,silverado,?,?
1845,u2767,DETECTIVE,m181,simone,?,?
1846,u2769,FAITH,m181,simone,?,?
1847,u2770,FRANK BRAND,m181,simone,?,?
1848,u2771,HAL,m181,simone,?,?
1849,u2772,HANK,m181,simone,?,?
1850,u2773,HARRY,m181,simone,?,?
1851,u2774,KENT,m181,simone,?,?
1852,u2775,LAINEY,m181,simone,?,?
1853,u2776,LAWYER,m181,simone,?,?
1854,u2777,MAX,m181,simone,?,?
1855,u2778,MILTON,m181,simone,?,?
1856,u2779,NICOLA,m181,simone,?,?
1857,u2780,PREMIERE REPORTER 2,m181,simone,?,?
1858,u2781,SECURITY GUARD,m181,simone,?,?
1859,u2782,SIMONE,m181,simone,?,?
1860,u2783,SIMONE / VIKTOR,m181,simone,?,?
1861,u2785,ANNA,m182,the sixth sense,?,?
1863,u2790,MAN'S VOICE,m182,the sixth sense,?,?
1864,u2791,MR. CUNNINGHAM,m182,the sixth sense,?,?
1865,u2792,BILLY BOB,m183,slash,?,?
1866,u2793,CANDY,m183,slash,?,?
1867,u2794,CARL,m183,slash,?,?
1868,u2795,GENE,m183,slash,?,?
1869,u2796,IAN,m183,slash,?,?
1870,u2798,KAREN,m183,slash,?,?
1871,u2799,KEITH,m183,slash,?,?
1872,u2801,RAY,m183,slash,?,?
1873,u2802,ROD,m183,slash,?,?
1874,u2805,BRENDA,m184,slither,?,?
1875,u2806,BUTCHER,m184,slither,?,?
1876,u2808,JACK,m184,slither,?,?
1877,u2809,KYLIE,m184,slither,?,?
1878,u2810,MARGARET,m184,slither,?,?
1880,u2813,TREVOR,m184,slither,?,?
1882,u2816,CLAYTON,m185,smokey and the bandit,?,?
1883,u2818,DICKEY,m185,smokey and the bandit,?,?
1884,u2819,HOT PANTS,m185,smokey and the bandit,?,?
1885,u2821,KYLE,m185,smokey and the bandit,?,?
1886,u2822,OWNER,m185,smokey and the bandit,?,?
1887,u2823,VOICE,m185,smokey and the bandit,?,?
1888,u2824,VOICE ONE,m185,smokey and the bandit,?,?
1889,u2825,VOICE TWO,m185,smokey and the bandit,?,?
1890,u2826,WAITRESS,m185,smokey and the bandit,?,?
1891,u2827,ACOSTA,m186,smokin' aces,?,?
1892,u2829,CASINO EMPLOYEE,m186,smokin' aces,?,?
1894,u2831,DR. GILL,m186,smokin' aces,?,?
1895,u2832,DUPREE,m186,smokin' aces,?,?
1896,u2833,ELMORE,m186,smokin' aces,?,?
1897,u2837,MECKLEN,m186,smokin' aces,?,?
1898,u2840,SECURITY SUPERVISOR,m186,smokin' aces,?,?
1899,u2842,SIR IVY,m186,smokin' aces,?,?
1900,u2845,WYMAN,m186,smokin' aces,?,?
1901,u2846,GIBARIAN,m187,solaris,?,?
1902,u2849,SARTORIUS,m187,solaris,?,?
1903,u2853,GARBER,m188,someone to watch over me,?,?
1904,u2854,GIDDINGS,m188,someone to watch over me,?,?
1905,u2855,KOONTZ,m188,someone to watch over me,?,?
1906,u2857,NEIL,m188,someone to watch over me,?,?
1907,u2858,PRETTY YOUNG THING,m188,someone to watch over me,?,?
1908,u2859,T.J.,m188,someone to watch over me,?,?
1909,u2861,VENZA,m188,someone to watch over me,?,?
1910,u2862,WIN,m188,someone to watch over me,?,?
1911,u2863,ADELE,m189,spider-man,?,?
1912,u2865,FLASH,m189,spider-man,?,?
1913,u2866,HARRY,m189,spider-man,?,?
1914,u2867,HOGAN,m189,spider-man,?,?
1915,u2868,JAMESON,m189,spider-man,?,?
1916,u2869,LEIBER,m189,spider-man,?,?
1917,u2870,LETTERMAN,m189,spider-man,?,?
1918,u2872,MAROTTA,m189,spider-man,?,?
1919,u2874,NURSE VOICE,m189,spider-man,?,?
1920,u2875,OCK,m189,spider-man,?,?
1921,u2877,REISS,m189,spider-man,?,?
1922,u2878,ROZ,m189,spider-man,?,?
1923,u2880,THORKEL,m189,spider-man,?,?
1924,u2881,BAGRADIAN,m190,stalag 17,?,?
1925,u2882,BLONDIE,m190,stalag 17,?,?
1926,u2883,COOKIE,m190,stalag 17,?,?
1927,u2885,DUNBAR,m190,stalag 17,?,?
1928,u2886,GENEVA MAN,m190,stalag 17,?,?
1929,u2887,GERMAN LIEUTENANT,m190,stalag 17,?,?
1930,u2890,MARKO,m190,stalag 17,?,?
1931,u2891,P.O.W.S,m190,stalag 17,?,?
1932,u2893,SCHULTZ,m190,stalag 17,?,?
1933,u2896,VON SCHERBACH,m190,stalag 17,?,?
1934,u2897,B'ETOR,m191,star trek: generations,?,?
1935,u2898,CHEKOV,m191,star trek: generations,?,?
1936,u2900,DEMORA,m191,star trek: generations,?,?
1937,u2902,HARRIMAN,m191,star trek: generations,?,?
1938,u2903,KIRK,m191,star trek: generations,?,?
1939,u2905,LURSA,m191,star trek: generations,?,?
1940,u2907,RIKER,m191,star trek: generations,?,?
1941,u2908,SCOTTY,m191,star trek: generations,?,?
1942,u2909,SORAN,m191,star trek: generations,?,?
1943,u2910,TROI,m191,star trek: generations,?,?
1944,u2911,WORF,m191,star trek: generations,?,?
1945,u2912,1ST OFFICER,m192,star trek iii: the search for spock,?,?
1946,u2913,CAPTAIN,m192,star trek iii: the search for spock,?,?
1947,u2915,COMM OFFICER,m192,star trek iii: the search for spock,?,?
1948,u2917,ESTEBAN,m192,star trek iii: the search for spock,?,?
1949,u2919,KRUGE,m192,star trek iii: the search for spock,?,?
1950,u2920,LIEUTENANT,m192,star trek iii: the search for spock,?,?
1951,u2921,MALTZ,m192,star trek iii: the search for spock,?,?
1952,u2922,MORROW,m192,star trek iii: the search for spock,?,?
1953,u2925,SCOTTY,m192,star trek iii: the search for spock,?,?
1954,u2926,SPOCK,m192,star trek iii: the search for spock,?,?
1955,u2927,STYLES,m192,star trek iii: the search for spock,?,?
1956,u2929,TORG,m192,star trek iii: the search for spock,?,?
1957,u2930,UHURA,m192,star trek iii: the search for spock,?,?
1958,u2931,WOMAN,m192,star trek iii: the search for spock,?,?
1959,u2933,CAROL,m193,star trek: the wrath of khan,?,?
1960,u2934,CHEKOV,m193,star trek: the wrath of khan,?,?
1961,u2936,JOACHIM,m193,star trek: the wrath of khan,?,?
1962,u2937,KHAN,m193,star trek: the wrath of khan,?,?
1963,u2939,PRESTON,m193,star trek: the wrath of khan,?,?
1964,u2941,SCOTTY,m193,star trek: the wrath of khan,?,?
1965,u2942,SCOTTY'S VOICE,m193,star trek: the wrath of khan,?,?
1966,u2944,SPOCK'S VOICE,m193,star trek: the wrath of khan,?,?
1967,u2945,SULU,m193,star trek: the wrath of khan,?,?
1968,u2946,TERRELL,m193,star trek: the wrath of khan,?,?
1969,u2947,UHURA,m193,star trek: the wrath of khan,?,?
1970,u2948,UHURA'S VOICE,m193,star trek: the wrath of khan,?,?
1972,u2950,BOB,m194,star trek iv: the voyage home,?,?
1973,u2952,CAPTAIN,m194,star trek iv: the voyage home,?,?
1974,u2953,CHEKOV,m194,star trek iv: the voyage home,?,?
1975,u2954,COUNCIL PRESIDENT,m194,star trek iv: the voyage home,?,?
1976,u2955,DOCTOR,m194,star trek iv: the voyage home,?,?
1977,u2956,FBI AGENT,m194,star trek iv: the voyage home,?,?
1979,u2960,MORROW,m194,star trek iv: the voyage home,?,?
1980,u2961,NICHOLS,m194,star trek iv: the voyage home,?,?
1981,u2962,PILOT,m194,star trek iv: the voyage home,?,?
1982,u2963,SAAVIK,m194,star trek iv: the voyage home,?,?
1983,u2964,SAREK,m194,star trek iv: the voyage home,?,?
1984,u2965,SCIENCE OFFICER,m194,star trek iv: the voyage home,?,?
1985,u2968,SULU,m194,star trek iv: the voyage home,?,?
1986,u2969,THE BOY,m194,star trek iv: the voyage home,?,?
1987,u2970,UHURA,m194,star trek iv: the voyage home,?,?
1988,u2973,CRUSHER,m195,star trek: insurrection,?,?
1990,u2977,LA FORGE,m195,star trek: insurrection,?,?
1991,u2978,NARA,m195,star trek: insurrection,?,?
1992,u2979,PERIM,m195,star trek: insurrection,?,?
1993,u2981,PICARD'S COM VOICE,m195,star trek: insurrection,?,?
1994,u2983,RIKER'S COM VOICE,m195,star trek: insurrection,?,?
1995,u2984,RU'AFO,m195,star trek: insurrection,?,?
1996,u2985,SOJEF,m195,star trek: insurrection,?,?
1997,u2986,SON'A OFFICER #2,m195,star trek: insurrection,?,?
1998,u2989,WORF'S COM VOICE,m195,star trek: insurrection,?,?
1999,u2990,ADMIRAL HAYES,m196,star trek: first contact,?,?
2000,u2994,DOCTOR,m196,star trek: first contact,?,?
2001,u2996,GEORDI'S VOICE,m196,star trek: first contact,?,?
2002,u2998,PICARD'S VOICE,m196,star trek: first contact,?,?
2003,u3000,RIKER'S COM VOICE,m196,star trek: first contact,?,?
2004,u3002,SCRIMM,m196,star trek: first contact,?,?
2005,u3003,TROI,m196,star trek: first contact,?,?
2006,u3004,WOMAN'S VOICE,m196,star trek: first contact,?,?
2007,u3006,ADMIRAL DONALD,m197,star trek vi: the undiscovered country,?,?
2008,u3009,CHEKOV,m197,star trek vi: the undiscovered country,?,?
2009,u3010,COMMUNICATIONS OFFICER,m197,star trek vi: the undiscovered country,?,?
2010,u3011,GORKON,m197,star trek vi: the undiscovered country,?,?
2011,u3013,LT. SAAVIK,m197,star trek vi: the undiscovered country,?,?
2013,u3015,MARTIA'S VOICE,m197,star trek vi: the undiscovered country,?,?
2014,u3016,OFFICER,m197,star trek vi: the undiscovered country,?,?
2015,u3017,PRESIDENT,m197,star trek vi: the undiscovered country,?,?
2016,u3018,SCIENCE OFFICER,m197,star trek vi: the undiscovered country,?,?
2017,u3021,SULU,m197,star trek vi: the undiscovered country,?,?
2019,u3023,B-9,m198,star trek: nemesis,?,?
2020,u3027,DONATRA,m198,star trek: nemesis,?,?
2021,u3029,HEAD,m198,star trek: nemesis,?,?
2022,u3030,JANEWAY,m198,star trek: nemesis,?,?
2023,u3032,REMAN OFFICER,m198,star trek: nemesis,?,?
2024,u3035,SURAN,m198,star trek: nemesis,?,?
